Date,Symbol,Open,High,Low,Close,Volume,close_change,close_pct_change
2025-10-10,MMM,153.24000549316406,154.25,148.4600067138672,148.75,3504400,,
2025-10-10,AOS,69.75,70.1500015258789,67.66999816894531,67.75,1337900,,
2025-10-10,ABT,133.5959317802331,133.9045569530213,131.45544090007078,131.9831085205078,5654100,,
2025-10-10,ABBV,229.85295464928564,233.0002634595037,228.8501892089844,228.8501892089844,6156900,,
2025-10-10,ACN,251.6499938964844,252.9499969482422,240.7100067138672,240.94000244140625,4548800,,
